title,company,min_exp,max_exp,location,skills,posted_days
Business Advisory Senior Analyst,Accenture,5,8,['Bengaluru'],"['project management', 'business advisory', 'business strategy', 'corporate strategy', 'stress analysis', 'management consulting', 'fea', 'business analysis']",
SAP Commerce Senior Business Analyst,Robert Bosch Engineering and Business Solutions Private Limited,3,6,"['Bengaluru', 'Hosur']","['order management', 'product management', 'data cleansing', 'erp', 'sap', 'data management', 'consulting', 'customer support']",
Business Interlock Senior Analyst,Accenture,5,8,['Bengaluru'],"['business analysis', 'human resource management', 'talent development', 'talent management', 'recruitment', 'hr generalist activities', 'corporate hr', 'strategic hr']",
Sr Warehouse Management Business Analyst,Kimberly-Clark Corporation,3,6,['Bengaluru'],"['supply chain', 'business process', 'dts', 'sap', 'business analysis', 'consulting', 'flex', 'scm']",
Senior Business Analyst,Infineon,6,8,['Bengaluru'],"['semiconductor', 'business analysis', 'agile', 'data quality', 'data integrity', 'operations', 'analytics', 'reporting tools']",
Senior Business Analyst-Salesforce,Icertis,6,11,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['computer science', 'automation', 'contract management', 'analytical', 'gap analysis', 'sow', 'sdlc', 'crm']",
Business Intelligence Senior Analyst,Jones Lang LaSalle Property Consultants (India) Pv t. Ltd.,2,6,['Bengaluru'],"['business intelligence', 'alteryx', 'tableau', 'databricks', 'jll', 'data visualization', 'data analytical', 'business analysis']",7.0
India Market Unit -SDP Analyst,Accenture,0,5,['Bengaluru'],"['account management', 'domestic', 'client relationship management', 'marketing analytics', 'sdp', 'udp', 'tcp', 'c++']",7.0
Senior Analyst - Business Analytics & Insights,Inmobi,3,6,['Bengaluru'],"['analyst', 'san', 'data analysis', 'project management', 'business analytics', 'analytical', 'consulting', 'data collection']",
Senior Business Analyst I-SAP EWM,Novo Nordisk,4,7,['Bengaluru'],"['sap ewm', 'mm', 'sap', 'troubleshooting', 'ewm', 'agile', 'senior', 'business analysis']",
Regulatory Reporting Operations Analyst,Deutsche Bank,0,3,['Bengaluru'],"['documentation', 'regulatory reporting', 'pc', 'desktop', 'financial reporting', 'bloomberg', 'asset management', 'regulatory']",14.0
Business Interlock Senior Analyst,Accenture,5,8,['Bengaluru'],"['risk management', 'business analysis', 'hrsd', 'talent development', 'recruitment', 'hr generalist activities', 'corporate hr', 'human resource management']",14.0
"Senior, ERP Business Analyst",Schneider Electric India Pvt. Ltd.,5,10,['Bengaluru'],"['erp', 'sap', 'project management', 'analytical', 'icwa', 'agile', 'commerce', 'cima']",14.0
Service Desk Analyst - L1,Wipro,0,4,['Bengaluru'],"['customer service', 'it service desk', 'service desk', 'ti', 'mis', 'c++', 'housekeeping', 'spi']",7.0
Service Desk Analyst - L1,Wipro,0,4,['Bengaluru'],"['customer service', 'it service desk', 'service desk', 'ti', 'mis', 'c++', 'housekeeping', 'spi']",7.0
Credit Support - Operations Analyst,JPMorgan Chase Bank,0,3,['Bengaluru'],"['product management', 'loans', 'financial statements', 'loan servicing', 'service level', 'operations analyst', 'analytical', 'reconciliation']",7.0
Content Management - Analyst,Grant Thornton India Pvt Ltd,0,1,['Bengaluru'],"['content management', 'excel', 'analytical', 'management', 'microsoft', 'web content', 'powerpoint', 'sharepoint']",7.0
SALES & MARKETING ANALYST (INTERN / GET),TE Connectivity,0,1,['Bengaluru'],"['sales', 'catia', 'promotions', 'marketing analytics', 'creo', 'sales forecasting', 'bidding', 'market development']",7.0
Analyst - Tax,EY,0,3,['Bengaluru'],"['assurance', 'client servicing', 'litigation', 'analytical', 'transfer pricing', 'international taxation', 'appeals', 'taxation']",14.0
Analyst - Tax,EY,0,2,['Bengaluru'],"['assurance', 'company secretary', 'transaction services', 'associate analyst', 'client servicing', 'focus', 'international taxation', 'agile']",14.0
T&T | SCNO | Analyst | DMS - OEM Platforms,Deloitte Consulting,0,3,['Bengaluru'],"['plm', 'delmia', 'automation', 'erp', 'simulation', 'vb script', 'process planning', 'cad']",14.0
T&T | SCNO | Analyst | DMS - OEM Platforms,Deloitte Consulting,0,3,['Bengaluru'],"['catia', 'supply chain', 'change management', 'analytical', 'cad', 'siemens', 'document management', 'dms']",14.0
T&T | SCNO | Analyst | DMS - OEM Platforms,Deloitte Consulting,0,3,['Bengaluru'],"['catia', 'unix', 'erp', 'soa', 'linux', 'cad', 'windows', 'dms']",14.0
T&T | SCNO | Analyst | DMS - OEM Platforms,Deloitte Consulting,0,3,['Bengaluru'],"['plm', 'computer science', 'change management', 'automation', 'data migration', 'process improvement', 'system integration', 'product life cycle management']",14.0
Compliance Analyst-Software Engineering,Goldman Sachs,0,3,['Bengaluru'],"['computer science', 'data analysis', 'json', 'data quality', 'investment banking', 'investment management', 'sdlc', 'financial services']",
Senior Business Analyst - Trade Finance,Luxoft,7,12,['Bengaluru'],"['continuous integration', 'international trade finance', 'ci/cd', 'sql', 'devops', 'finacle', 'bi', 'flexcube']",2.0
"SENIOR, DATA ANALYST",Walmart,2,7,['Bengaluru'],"['data analysis', 'networking', 'data management', 'sez', 'json', 'information technology', 'monitoring', 'business operations']",1.0
Business Analyst - BPA,Yash Technologies,4,9,['Bengaluru'],"['project management', 'data mining', 'lean', 'stakeholder management', 'process modeling', 'bpmn', 'business process modeling', 'six sigma']",1.0
Business Analysis-Education,Yash Technologies,8,12,['Bengaluru'],"['rpa', 'data analysis', 'sap', 'business analysis', 'user acceptance testing', 'oracle', 'user stories', 'hibernate']",1.0
SW Business Analysis Associate,Accenture,1,3,['Bengaluru'],"['business analysis', 'business development', 'sales', 'marketing', 'brd', 'revenue generation', 'project management', 'data analysis']",3.0
Business Analyst - Insurance,Hexaware Technologies,1,5,"['Bengaluru', 'Pune', 'Chennai']","['business analysis', 'microsoft office suite', 'broking', 'placement', 'project management tools', 'project management', 'apqp', 'oracle']",4.0
Business Analyst - Healthcare,Hexaware Technologies,1,6,"['Bengaluru', 'Pune', 'Chennai']","['data analysis', 'presentation skills', 'sql', 'tableau', 'analysis tools', 'project management', 'operations management', 'apqp']",5.0
Business Process Analyst,"NTT DATA, Inc.",2,5,['Bengaluru'],"['data manipulation', 'power bi', 'sql', 'tableau', 'data visualization', 'data analysis', 'it services', 'dashboard development']",5.0
Business Analyst - Deputy Manager,Paytm,2,7,['Bengaluru'],"['business analytics', 'sql', 'business analysis', 'analysis', 'analytics', 'management']",4.0
Manager Business Analyst - BPA,Yash Technologies,12,15,['Bengaluru'],"['data mining', 'process analysis', 'facilitation', 'strategic thinking', 'stakeholder management', 'bpmn', 'six sigma', 'management skills']",1.0
Business Analyst,Zensar,5,10,"['Bengaluru', 'Noida', 'Hyderabad']","['business analyst', 'requirement analysis', 'analytics', 'requirement gathering', 'requirements', 'analysis', 'business analysis']",1.0
Business Analyst,Accenture,7,12,['Bengaluru'],"['business analysis', 'business requirement analysis', 'requirement analysis', 'process modeling', 'agile methodology', 'project management', 'gap analysis', 'documentation']",2.0
Business Analyst,Photon,7,12,"['Bengaluru', 'Pune', 'Chennai']","['rpa', 'business analysis', 'agile', 'process automation', 'agile methodology', 'project management', 'software testing', 'documentation']",2.0
ERP HCM Business Analyst,Hexaware Technologies,14,18,"['Bengaluru', 'Pune', 'Chennai']","['workday integration', 'workday security', 'java', 'xml', 'reporting tools', 'workday', 'web services', 'auditing']",3.0
Business Analyst - Insurance,Hexaware Technologies,3,8,"['Bengaluru', 'Pune', 'Chennai']","['oracle', 'sql', 'plsql', 'java', 'stakeholder management', 'financial analysis', 'defined benefits', 'gap analysis']",3.0
Analyst Tech Business Analysis,ATT Communication Services,5,8,['Bengaluru'],"['project management', 'confluence', 'wiki', 'business analysis', 'uat', 'product roadmap', 'user stories', 'framemaker']",2.0
Magento Business Analyst,Infogain,10,15,"['Bengaluru', 'Noida', 'Pune']","['requirement gathering', 'user stories', 'business analysis', 'techno functional', 'magento', 'gap analysis', 'woocommerce', 'e-commerce']",2.0
Business Operations Analyst II,Conduent,2,5,['Bengaluru'],"['python', 'project management', 'power bi', 'tableau', 'predictive modeling', 'management skills', 'bi', 'documentation']",3.0
Business Analyst,Accenture,15,20,['Bengaluru'],"['openlink endur', 'regression testing', 'emission', 'waterfall', 'agile', 'ctrm', 'project management', 'etrm']",3.0
Business Analyst,Accenture,15,20,['Bengaluru'],"['openlink endur', 'agile testing', 'emission', 'waterfall', 'agile', 'project management', 'automation testing', 'functional analysis']",3.0
Business Analyst,Accenture,5,10,['Bengaluru'],"['openlink endur', 'etrm', 'emission', 'waterfall', 'agile', 'ctrm', 'project management', 'functional analysis']",3.0
Business Analyst,Accenture,5,10,['Bengaluru'],"['business analysis', 'service cloud', 'salesforce', 'salesforce sales cloud', 'business requirement analysis', 'test scenarios', 'data validation', 'poc']",3.0
Business Analyst,Accenture,12,15,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'avaloq', 'process mapping', 'software testing', 'business modeling', 'automation testing']",3.0
Business Analyst,Accenture,12,15,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'avaloq', 'process mapping', 'software testing', 'business modeling', 'automation testing']",3.0
Business Analyst,Accenture,12,15,['Bengaluru'],"['project management', 'business solutions', 'business analysis', 'avaloq', 'process mapping', 'software testing', 'business modeling', 'automation testing']",3.0
ERP HCM Business Analyst,Hexaware Technologies,3,6,"['Bengaluru', 'Pune', 'Chennai']","['core finance', 'finance accounting', 'hcm', 'stakeholder management', 'financial reporting', 'accounts receivable', 'erp', 'tds']",3.0
"Business Analyst II, WW FBA Central Analytics",Amazon,3,8,['Bengaluru'],"['supply chain', 'business analyst', 'financial analysis', 'analytical', 'data visualization', 'operations', 'analytics', 'downstream']",3.0
"Business Analyst II, WW FBA Central Analytics",Amazon,3,8,['Bengaluru'],"['demand planning', 'business analyst', 'financial analysis', 'analytical', 'analyst ii', 'data visualization', 'operations', 'sql']",3.0
"Lead, ERP Business Analyst",Schneider Electric India Pvt. Ltd.,5,7,['Bengaluru'],"['performance tuning', 'erp', 'automation', 'data management', 'workflow', 'application development', 'windows', 'oracle']",4.0
Business Analyst - Capital Market + Swift + Cash Management,Tech Mahindra,4,6,"['Hybrid - Bengaluru', 'Hyderabad', 'Pune']","['capital market', 'swift messaging', 'cash management', 'swift payments', 'payments', 'swift', 'business analysis', 'cash']",3.0
Business Analyst,Accenture,1,4,['Bengaluru'],"['project management', 'payments', 'business solutions', 'business analysis', 'business architecture', 'gap analysis', 'documentation', 'togaf']",4.0
Business Interlock Analyst,Accenture,3,5,['Bengaluru'],"['business analysis', 'talent development', 'talent acquisition', 'recruitment', 'telecom', 'project management', 'program management', 'training']",4.0
"Lead Business Analyst - FLEXCUBE UBS Core, DDA, Loans, Payment",Oracle,10,14,['Bengaluru'],"['oracle', 'test cases', 'flexcube', 'solution design', 'ms office tools', 'project management', 'business analysis', 'dbms']",5.0
"Lead Business Analyst - FLEXCUBE UBS Core, DDA, Loans, Payment",Oracle,6,11,['Bengaluru'],"['ubs', 'flexcube', 'ms office tools', 'fc', 'f#', 'finacle', 'project management', 'oracle']",5.0
Enabling Areas - DEC - Executive - Business Analysis,Deloitte Consulting,2,4,['Bengaluru'],"['business analyst', 'business analysis', 'senior executive', 'software development life cycle', 'manager technology', 'gap analysis', 'engineering design', 'comparative analysis']",4.0
Expert- ERP Business Analyst,Schneider Electric India Pvt. Ltd.,4,10,['Bengaluru'],"['erp', 'data migration', 'production planning', 'asset accounting', 'process control', 'accounts receivable', 'fico', 'logistics']",5.0
Associate Business Analyst,Zetwerk,1,2,['Bengaluru'],"['advanced sql queries', 'business analytics', 'sql', 'power bi', 'bi', 'analytics', 'query', 'business analysis']",4.0
Business Analyst (German Language),Oracle,2,7,['Hybrid - Bengaluru'],"['german language', 'german', 'languages', 'business analysis']",4.0
Salesforce Business Analyst,Tech Mahindra,8,11,"['Hybrid - Bengaluru', 'Hyderabad', 'Pune']","['telecom', 'bss', 'oss domain', 'business analyst', 'salesforce', 'telco', 'open source', 'dns']",4.0
Salesforce Business Analyst - Urgent Opening,PwC India,4,7,"['Hybrid - Bengaluru', 'Kolkata', 'Mumbai (All Areas)']","['salesforce sales cloud', 'business anal', 'salesforce', 'cloud', 'cloud sales', 'saas sales', 'sales']",6.0
Associate Researcher / Market Research Analyst (US Shift),Auquan India,0,2,['Remote'],"['secondary research', 'company analysis', 'equity research', 'esg reporting', 'research analysis', 'stock market', 'data collection', 'qualitative research']",7.0
Market Research Analyst,Gleam Innovations,0,0,"['Bengaluru', 'Surat']","['secondary research', 'qualitative research', 'forecasting', 'primary research', 'quantitative research', 'go to market study', 'competitive landscape', 'advanced excel']",2.0
