title,company,min_exp,max_exp,location,skills,posted_days
Business Analyst,Oracle,2,5,['Bengaluru'],"['analytical skills', 'business analyst', 'billing', 'revenue recognition', 'peoplesoft', 'workflow', 'management', 'research']",
Business Analyst,Oracle,2,5,['Bengaluru'],"['analytical skills', 'sales', 'business analyst', 'billing', 'revenue recognition', 'peoplesoft', 'workflow', 'management']",
Business Analyst - L3,Wipro,3,5,['Bengaluru'],"['project management', 'business analysis', 'root cause analysis', 'salesforce sales cloud', 'integration testing', 'client engagement', 'documentation', 'test cases']",
Business Analyst - L4,Wipro,5,8,['Bengaluru'],"['oracle retail merchandising', 'project management', 'integration testing', 'user acceptance', 'oracle', 'rfp', 'retail merchandising', 'project']",
Business Analyst (LIMS Airline Logistics & Inventory Management),Laminaar Aviation Infotech,3,5,['Bengaluru'],"['procurement', 'business analyst', 'aviation', 'aerospace', 'inventory management', 'material planning', 'management', 'mro']",
Business Analyst (ATSM: Air Traffic Staff Management),Laminaar Aviation Infotech,3,5,['Bengaluru'],"['aviation management', 'aviation', 'business analyst', 'aerospace', 'staff management', 'management', 'business analysis']",
Business Analyst ( ERP Admin Module ),Laminaar Aviation Infotech,3,5,"['Bengaluru', 'Mumbai']","['computer science', 'administration', 'erp', 'business analyst', 'gap analysis', 'management', 'information technology', 'gap']",
Business Analyst,Laminaar Aviation Infotech,3,5,['Bengaluru'],"['airport ground handling', 'aviation', 'business analyst', 'aerospace', 'resource planning', 'planning', 'business analysis', 'resource']",
Business Analyst,Laminaar Aviation Infotech,5,8,['Bengaluru'],"['aviation', 'cargo operations', 'business analyst', 'aerospace', 'iata', 'operations', 'business analysis', 'cargo']",
Business Analyst HR Core,Cargill,3,5,['Bengaluru'],"['employee engagement', 'recruitment', 'regulatory affairs', 'life cycle managementdata analysis', 'change management', 'hr operations', 'core', 'operations']",
Assistant Manager - Business Analyst,KPMG India,8,11,['Bengaluru'],"['change management', 'business analyst', 'regulatory reporting', 'senior management', 'financial risk', 'market risk', 'assistant manager business analyst', 'manager technology']",
Advanced Business Analyst,Novo Nordisk,12,15,['Bengaluru'],"['pc', 'sap bw', 'sap ecc', 'accounting', 'financial planning', 'financial planning and analysis', 'finance', 'financial analysis']",
Business Analyst - Wealth Management,Infosys,3,8,['Bengaluru'],"['business analysis', 'configuration management', 'solution design', 'wealth management', 'digital transformation', 'project management', 'team management', 'poc']",
Business Analyst - Banking,Infosys,3,8,['Bengaluru'],"['lean', 'waterfall', 'scrum', 'agile', 'sdlc', 'project management', 'ux', 'business management']",
Business Analyst - L3,Wipro,3,5,['Bengaluru'],"['business process mapping', 'business analysis', 'system analysis', 'software development life cycle', 'ms office suite', 'project management', 'relationship building', 'business solutions']",
Business Analyst - L5,Wipro,8,10,['Bengaluru'],"['project management', 'software testing', 'business analysis', 'root cause analysis', 'salesforce service cloud', 'client engagement', 'test cases', 'change request']",
Business Analyst - L4,Wipro,5,8,['Bengaluru'],"['project management', 'software testing', 'business analysis', 'change request', 'root cause analysis', 'client engagement', 'documentation', 'test cases']",
"Business Analyst, RBS",Amazon,4,9,['Bengaluru'],"['supply chain', 'computer science', 'business process', 'automation', 'coding', 'machine learning', 'agile', 'ruby']",
Business Automation Analyst,Hitachi Energy,3,11,['Bengaluru'],"['business process', 'telecom', 'supply chain management', 'automation', 'analytical', 'german', 'spanish', 'scm']",
"Business Analyst, A.in Co-op Program team",Amazon,1,6,['Bengaluru'],"['automation', 'sas', 'business analyst', 'business analysis', 'operations planning', 'analytical', 'spss', 'data mining']",
"Business Analyst, GFS - FP&A",Amazon,3,5,['Bengaluru'],"['automation', 'analytical', 'consulting', 'data visualization', 'business intelligence', 'continuous improvement', 'forecasting', 'operations']",
Business Analyst I-SAP EWM,Novo Nordisk,3,6,['Bengaluru'],"['mm', 'sd', 'functional', 'sap', 'ewm', 'agile', 'business analysis']",
Business Intelligence Analyst,Jones Lang LaSalle Property Consultants (India) Pv t. Ltd.,5,10,['Remote'],"['python', 'power bi', 'sql', 'bi tools', 'tableau', 'data analysis', 'data analytics', 'dashboard development']",7.0
Specialist Tech Business Analysis (Scrum Master),ATT Communication Services,5,10,['Bengaluru'],"['product management', 'telecom', 'cloud computing', 'business analysis', 'agile', 'scrum', 'test driven development', 'jira']",
Associate Business Analyst,Novo Nordisk,1,3,['Bengaluru'],"['pp', 'apo', 'r3', 'supply chain', 'production planning', 'communication skills', 'planning', 'production']",
Business Systems Analyst,Akamai,3,8,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['business communication', 'usage', 'enterprise applications', 'senior analyst', 'cloud', 'customer service', 'budgeting', 'operations']",7.0
Business Analyst and Process Engineer Lead,Hitachi Digital Services,5,8,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['six sigma', 'process documentation', 'lean', 'lean six sigma', 'process optimization', 'communication skills', 'optimization', 'process']",
Business Analyst and Process Engineer Lead,Hitachi,2,5,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['six sigma', 'process documentation', 'lean', 'lean six sigma', 'process optimization', 'communication skills', 'business analysis', 'process']",
Technical Business Analysis Engineer II,Conduent,2,6,['Bengaluru'],"['project management', 'business analysis', 'requirement analysis', 'technology solutions', 'sales', 'sql', 'requirements', 'technical']",
Regional Business Analyst Upper South 1,Ferrero India,2,7,['Bengaluru'],"['information system', 'mis reporting', 'analytical skills', 'sales', 'excel', 'c', 'business analyst', 'power point presentation']",7.0
CRM Business Analyst,Iqvia Biotech,1,3,['Bengaluru'],"['business administration', 'advanced analytics', 'data science', 'business analyst', 'clinical research', 'life sciences', 'technology solutions', 'operations']",
"Business Analyst, ASCI Operations",Amazon,2,7,['Bengaluru'],"['data modeling', 'project management', 'analytical', 'machine learning', 'visio', 'business intelligence', 'jira', 'analytics']",
IT Business Systems Analyst,Hitachi Digital Services,3,8,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['printing', 'computer science', 'accountancy', 'erp', 'payment processing', 'sales tax', 'equity', 'customer service']",
"Lead Business Analyst - FLEXCUBE UBS Core, DDA, Loans, Payment",Oracle,6,14,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['loans', 'solution design', 'test case execution', 'lead business analyst', 'banking', 'ms office tools', 'flexcube', 'oracle']",
Digital Strategy - Business Analyst- Assistant Manager,KPMG India,5,10,['Bengaluru'],"['manager quality assurance', 'business analyst', 'business analysis', 'business process improvement', 'analytical', 'business strategy', 'risk management', 'stakeholder management']",
Business Intelligence Analyst,Avery Dennison,5,10,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['procurement', 'change management', 'business transformation', 'data modeling', 'business rules', 'data quality', 'information management', 'business intelligence']",
Business System Analyst,Nvidia,11,13,"['Bengaluru', 'Hyderabad', 'Pune']","['computer science', 'semiconductor', 'manager quality assurance', 'xml', 'project management', 'software development life cycle', 'project planning', 'information technology']",
"Business Analyst, RBS",Amazon,5,10,['Bengaluru'],"['supply chain', 'business process', 'business services', 'automation', 'financial analysis', 'analytical', 'agile', 'cash flow']",
Business Analyst,Capgemini,2,5,['Bengaluru'],"['software development', 'software design', 'business analysis', 'scrum', 'agile', 'project management', 'gap analysis', 'software installation']",14.0
Business Analyst 1 - FEC Librarian,Oracle,1,4,['Bengaluru'],"['interpersonal skills', 'excel', 'networking', 'compliance', 'focus', 'transaction processing', 'risk management', 'oracle']",
Techno-Functional Business Analyst (Entry Level),Lokesh Sankhala Associates,4,7,['Bengaluru'],"['erp', 'quality standards', 'business analysis', 'project management', 'analytical', 'sat', 'healthcare', 'gap analysis']",
Business Analyst - Conversational Ai,EY,7,12,"['Hybrid - Bengaluru', 'Hyderabad', 'Pune']","['generative ai', 'agile', 'chatbot', 'artificial intelligence', 'business analysis']",14.0
Business Intelligence Analyst II,TE Connectivity,4,9,['Bengaluru'],"['software development', 'power bi', 'sql', 'tableau', 'vba', 'macros', 'python', 'sql queries']",
Research Analyst,Crispidea,0,1,['Bengaluru'],"['industry research', 'nism', 'ratio analysis', 'pdf', 'excel', 'ms word', 'stock market', 'research analyst']",
Walk-in drive - Web Research Analyst,Trupp Global Technologies,0,0,['Unknown'],"['data research', 'internet research', 'bpo non voice', 'web research', 'non voice international bpo non voice', 'business research', 'international non voice', 'online research']",21.0
Research Analyst - Consultant,Shashwath Solution,0,1,['Bengaluru'],"['data analysis', 'internet research', 'research analysis', 'data collection', 'database management', 'data research', 'history', 'market research']",21.0
Research Analyst,Shashwath Solution,0,1,['Bengaluru'],"['internet research', 'data research', 'data processing', 'research analysis', 'data collection', 'business research', 'data analysis', 'industry research']",21.0
Research Analyst - Consultant,Shashwath Solution,0,5,['Bengaluru'],"['internet research', 'research analysis', 'market research', 'secondary research', 'ups', 'business research', 'transformers', 'data analysis']",21.0
Market Research Analyst,Apeiron Global,0,2,['Bengaluru'],"['sas', 'web analytics', 'business research', 'competitive analysis', 'analytical', 'data collection', 'market research', 'spss']",
Junior Research Analyst,Diligent Corporation,0,2,['Bengaluru'],"['manager quality assurance', 'french', 'analytical', 'data collection', 'workflow', 'wellness', 'spanish', 'data quality']",
Research Analyst,Shashwath Solution,0,1,['Bengaluru'],"['internet research', 'data research', 'research analysis', 'word management', 'data collection', 'microsoft office applications', 'mainframes', 'sharepoint designer']",21.0
Research Analyst,Vyuhpharma,0,3,['Bengaluru'],"['report generation', 'analytical', 'focus', 'healthcare', 'project planning', 'research', 'research analyst', 'generation']",
RESEARCH ANALYST,Fair Finance,0,2,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['research analyst', 'research analysis', 'research', 'analysis']",
Business Risk & Controls Analyst,Equiniti India,5,10,"['Bengaluru', 'Chennai']","['remediation', 'assurance', 'brc', 'hp data protector', 'analytical', 'risk management', 'ms office', 'monitoring']",
Web Research Content Analyst,Trupp Global Technologies,0,3,['Bengaluru'],"['production', 'content writing', 'research', 'content analyst', 'web research', 'content', 'content analysis', 'web technologies']",
Business Risk & Controls Analyst,Equiniti India,5,10,"['Bengaluru', 'Chennai']","['remediation', 'brc', 'hp data protector', 'analytical', 'risk management', 'ms office', 'monitoring', 'testing']",
Business Analyst-Accounts Receivable (ERP/Financial Software),iRely,7,12,['Hybrid - Bengaluru(Vasanth nagar +1)'],"['software product', 'agile', 'accounts receivable module', 'business analysis', 'international trade', 'documenting business requirements', 'erp on general financials', 'general']",1.0
Reference Data Analyst,Deutsche Bank,2,6,['Bengaluru'],"['investment banking', 'capital market', 'derivatives', 'fixed income', 'finance', 'data management', 'data analysis', 'bloomberg']",1.0
Group Data Privacy (GDP) Data Privacy Analyst - NCT,Deutsche Bank,1,5,['Bengaluru'],"['relationship building', 'sharepoint', 'lotus notes', 'presentation skills', 'regulations', 'rhino', 'jsp', 'mql']",1.0
Business Analyst - Central Finance,Shell,9,14,['Bengaluru'],"['core finance', 'sap', 'sap fi', 'central finance', 'asset accounting', 'fixed assets', 'accounts receivable', 'business process modeling']",1.0
"Sr. Financial Analyst, GFS FP&A, GFS FP&A",Amazon,4,9,['Bengaluru'],"['data analysis', 'sap', 'financial reporting', 'ms access', 'cognos', 'jd edwards', 'oracle', 'forecasting']",1.0
Data Analyst Manager,Genpact,5,10,['Remote'],"['power bi', 'banking sector', 'tableau', 'risk control', 'python', 'excel', 'bi', 'data']",1.0
Senior Financial Analyst,CBRE,2,6,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['financial analysis', 'settlements', 'insurance', 'erp', 'sap', 'sales invoice', 'business services', 'vat']",1.0
Manager Business Planning & Analysis.CA - IBG Finance and Planning,Mashreq Global Services,5,10,['Bengaluru'],"['analytical skills', 'customer profitability', 'business head', 'automation', 'financial analysis', 'group head', 'management', 'variance analysis']",1.0
Data Analyst II,Nielsen Sports,1,4,['Bengaluru'],"['automation', 'service level', 'project management', 'project planning', 'business intelligence', 'microsoft', 'continuous improvement', 'sql']",1.0
Data Analyst II,Zoom Info,2,5,['Bengaluru'],"['product management', 'automation', 'quantitative research', 'data processing', 'data analyst', 'analyst ii', 'data quality', 'troubleshooting']",1.0
Walk-in Middle Office Reference Data Analyst Bengaluru,Hexaware Technologies,0,0,['Unknown'],"['middle office', 'trade support', 'reference data', 'corporate actions', 'trade life cycle', 'static data', 'corporate', 'data']",1.0
Data Analyst â€“ Power BI & Azure,IBM,5,10,['Bengaluru'],"['microsoft azure', 'power bi', 'sql', 'data governance', 'dax', 'data analytics', 'bi', 'azure synapse']",2.0
Lead Data Analyst - L1,Wipro,8,10,['Bengaluru'],"['data analysis', 'data mining', 'data warehousing', 'data governance', 'data integration', 'python', 'data analytics', 'data validation']",2.0
Senior Financial Controls Analyst,Wells Fargo,4,9,['Bengaluru'],"['financial controls analysis', 'risk management', 'sox 404 testing procedures', 'coso', 'financial reporting', 'rcsa', 'analysis', 'reporting']",1.0
"Investment Bank F2B Ops Transformation Data Engineer/ Analysts, NCT",Deutsche Bank,4,7,['Bengaluru'],"['six sigma', 'presentation skills', 'financial services', 'investment banking operations', 'lean', 'risk management', 'data analytics', 'investment banking']",1.0
Data Scientist & Analyst,iTDAY INDIA,5,7,['Bengaluru'],"['computer science', 'c++', 'data analysis', 'simulation', 'coding', 'mysql', 'machine learning', 'javascript']",
Senior Business Analyst,Hireginie,2,4,['Bengaluru(HSR Layout)'],"['excel', 'sql', 'power bi', 'data analysis', 'agile', 'tableau', 'python', 'business analysis']",2.0
Sr Business Analyst| Agile Methodology| 7+yrs| Hybrid| Pune Bangalore,Reputed MNC,7,12,"['Hybrid - Bengaluru', 'Pune']","['agile methodology', 'business analytics', 'planning and analysis', 'reporting and analytics', 'azure devops', 'ms office', 'microsoft azure', 'sr']",4.0
"Sr. Business Intelligence Analyst, Operational Analytics",Saviynt,6,11,['Bengaluru'],"['erp', 'data analysis', 'manager quality assurance', 'data modeling', 'performance testing', 'stored procedures', 'business intelligence', 'troubleshooting']",
Senior Lead Business Analyst,Infinite,7,10,['Bengaluru'],"['it business analyst', 'data analysis', 'application support', 'business analysis', 'project management', 'analytical', 'customer service', 'technical support']",5.0
Senior Business Analyst _Guidewire _2-12Yrs,Leading Software Technologies,2,7,"['Hybrid - Bengaluru', 'Kolkata', 'Pune']","['business analysis', 'insurance', 'guidewire', 'stakeholder management', 'billing center', 'integration', 'claims', 'requirement gathering']",1.0
Senior Business Analyst - BSS,Netcracker,12,18,"['Bengaluru', 'Hyderabad', 'Pune', 'Gurugram']","['telecom', 'bss', 'uml', 'configuration management', 'billing', 'agile', 'plsql', 'virtualization']",
Customer Support Analyst,Elula Tech,0,2,['Bengaluru'],"['customer support', 'product management', 'it analyst', 'business analyst', 'wordpress', 'customer handling', 'it consultant', 'consulting']",1.0
Analyst - Tax/Audit,Miles Education,0,1,"['Bengaluru', 'Hyderabad', 'Chennai']","['us tax', 'us audit', 'auditing', 'analysis', 'taxation']",1.0
Senior Business Analyst - -Asset/ Investment Management,Exafluence Global Analytics,6,10,"['Bengaluru', 'Chennai']","['capital market', 'investment banking', 'derivatives', 'jira', 'investment management', 'bloomberg', 'brd', 'confluence']",14.0
Credit Analyst(Commercial banking Group)Immediate Joiner & Female only,Axis Bank,0,5,['Bengaluru'],"['credit analysis', 'working capital', 'ca', 'commercial', 'credit', 'analysis', 'commercial banking']",7.0
"Analyst-German,French,Spanish,Portuguese or Italian Language Skills",Axa Xl,0,4,['Bengaluru'],"['german', 'spanish', 'german language', 'italian', 'french', 'foreign language', 'language teaching', 'spanish translation']",1.0
Operations Analyst,Rexera,0,2,['Bengaluru'],"['ms excel', 'operations', 'order processing', 'us process', 'operational support', 'mortgage', 'voice process', 'crm']",1.0
IT Analyst,Elula Tech,0,2,['Bengaluru'],"['it analysis', 'configurations', 'installations', 'it infrastructure services', 'troubleshooting', 'infrastructure services', 'infrastructure', 'analysis']",1.0
Hiring freshers For Technical Support Analyst Role!!CTC UPTO 5Lac,Infosys,0,0,['Unknown'],"['l1 support', 'technical support', 'microsoft windows', 'it helpdesk', 'hardware support', 'network support', 'it support', 'troubleshooting']",1.0
Credit Analyst,Zippmat,0,2,['Bengaluru'],"['credit analysis', 'credit operations', 'financial analysis', 'credit appraisal', 'credit risk management', 'credit underwriting', 'credit processing', 'credit monitoring']",1.0
Trainee Analyst,Qspiders A Unit Of Test Yantra Software Solutions India,0,1,"['Bengaluru', 'Hyderabad', 'Mumbai (All Areas)']","['good english communication', 'fluent english', 'international call center', 'good comm skills', 'voice process', 'english language', 'voice support', 'communication skills']",3.0
Senior Business / System Analyst,Estuate Software,4,9,['Bengaluru'],"['change management', 'iso', 'uml', 'bfsi', 'system integration', 'agile', 'healthcare', 'scrum']",4.0
Bpo Quality Analyst,Bpo Companies,0,0,['Unknown'],"['bengali', 'call monitoring', 'marathi', 'assamese', 'quality analyst', 'quality audit', 'english', 'call quality']",3.0
Ptp Analyst,manpower groups,0,4,['Bengaluru'],"['invoice processing', 'p2p', 'accounts payable', 'p2p cycle', 'payables', 'process', 'accounting', 'processing']",7.0
Order To Cash Analyst,Accenture,0,0,['Bengaluru(Marathahalli)'],"['accounts receivable', 'collections', 'cash applications', 'cash apps', 'otc', 'application', 'order to cash', 'cash']",14.0
"Senior Business Systems Analyst (Vertex, OneSource))",Clarivate,5,10,['Hybrid - Bengaluru'],"['vat', 'gst', 'oracle e-business suite', 'tax reporting', 'sales tax', 'erp', 'oracle', 'software testing']",21.0
"Senior Business Systems Analyst (Vertex, OneSource))",Clarivate,5,10,['Bengaluru'],"['system testing', 'erp', 'automation', 'change management', 'production support', 'reconciliation', 'data mapping', 'taxation']",
Senior Business Analyst - Credit Risk,Luxoft,8,13,['Bengaluru'],"['securitization', 'sql', 'credit risk modelling', 'regulations', 'sdlc', 'python', 'sas', 'credit risk']",14.0
"Senior Business Analyst (Exp in Risk (KYC, CDD. AML) / Web (UI/UX))",Optimum Solutions,5,10,['Bengaluru'],"['aml', 'ui/ux', 'cdd', 'web platform', 'kyc', 'business analyst']",7.0
Business Analyst(Data & Dashboards),Stats Systems India,2,4,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['graphics', 'computer science', 'data analysis', 'data modeling', 'analytical', 'data quality', 'microsoft', 'continuous improvement']",
Business Data Analyst || UK-Based Global Retail || Immediate Joiner,Careator Technologies Pvt. Ltd.,5,10,['Hybrid - Bengaluru(Whitefield)'],"['data lineage', 'metadata', 'discovery analyst', 'data governance', 'metadata management', 'data profiling', 'data quality management', 'data mapping']",21.0
Business Analyst – Cloud Data Platform,Evnek,4,6,"['Bengaluru', 'Mumbai', 'Delhi / NCR']","['azure data platform', 'business analysis', 'sql', 'azure data factory', 'business analyst', 'cloud data platform', 'azure data engineering', 'azure databricks']",21.0
"Data Eng, Mgmt & Governance Sr Analyst",Accenture,5,8,['Bengaluru'],"['data management', 'data analysis', 'pyspark', 'aws', 'etl', 'hive', 'python', 'project management']",21.0
Senior Data Management Analyst,Wells Fargo,4,9,['Bengaluru'],"['data management', 'project management', 'metadata', 'python', 'data analysis', 'data analytics', 'data qualitymanagement', 'business analysis']",14.0
Business Analyst/Data Analyst,Leading Client,3,5,['Bengaluru'],"['data analysis', 'visualization', 'pandas', 'dashboard design', 'statistical analyst', 'data modeling', 'data analytics', 'numpy']",
IT.Applications & Data.Business Analysis.Analyst III,Alorica,3,6,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['business analysis', 'senior analyst', 'senior', 'iii', 'analysis']",
"Data Eng, Mgmt & Governance Sr Analyst",Accenture,5,8,['Bengaluru'],"['python', 'data management', 'data analysis', 'pyspark', 'aws', 'hive', 'project management', 'data analytics']",
Senior Data Analyst,Capco,4,8,['Bengaluru'],"['confluence', 'change request', 'vba coding', 'jira', 'financial reporting', 'hive', 'scala', 'pyspark']",
Senior Data Analyst,Capco,4,9,"['Bengaluru', 'Pune']","['python', 'pyspark', 'change request', 'financial services', 'sql', 'hive', 'data analysis', 'sql queries']",
Business Analyst Data Lifecycle Management,Morgan Stanley,2,5,"['Bengaluru', 'Pune', 'Mumbai (All Areas)']","['financial services', 'data life cycle management', 'data management', 'data migration', 'power bi', 'data analysis', 'tableau', 'data storage and retrieval']",
"Senior Data Analyst, Ads , Sales Enablement & Insights",Amazon,2,6,['Bengaluru'],"['computer science', 'automation', 'business analysis', 'analytical', 'senior data analyst', 'manager quality control', 'business intelligence', 'analytics']",
Senior Data Support Analyst,Jones Lang LaSalle,5,10,['Bengaluru'],"['data analysis', 'data validation', 'manager quality assurance', 'support analyst', 'data integrity', 'investment management', 'customer service', 'commercial real estate']",14.0
Senior Data Analyst,Capco,7,12,"['Hybrid - Bengaluru', 'Pune']","['pyspark', 'data analysis', 'python', 'sql', 'data', 'analysis', 'senior']",
Sr Financial Business Systems Analyst,Illumina,4,6,['Bengaluru'],"['career development', 'data analysis', 'automation', 'sap', 'pdf', 'vlookup', 'cognos', 'forecasting']",
Sr Financial Business Systems Analyst,Illumina,4,9,['Bengaluru'],"['computer science', 'automation', 'pdf', 'performance management', 'process improvement', 'budgeting', 'business intelligence', 'sdlc']",14.0
Sr Financial Business Systems Analyst,Illuminz,4,9,['Bengaluru'],"['computer science', 'automation', 'pdf', 'performance management', 'process improvement', 'budgeting', 'business intelligence', 'sdlc']",14.0
Senior Business Analyst Open Finance,Paraminfo,8,13,['Bengaluru'],"['dispute resolution', 'business analysis', 'agile', 'data governance', 'senior business analyst', 'json', 'scrum', 'psm']",14.0
"Data Eng, Mgmt & Governance Sr Analyst",Accenture,5,8,['Bengaluru'],"['python', 'data management', 'data analysis', 'sql', 'alteryx', 'data analytics', 'sas', 'business analysis']",14.0
"Lead Business Analyst, Data Control",Thomson Reuters,10,15,['Bengaluru'],"['data analysis', 'presentation skills', 'networking', 'reuters', 'thomson', 'python', 'project management', 'data management']",14.0
"Data Eng, Mgmt & Governance Sr Analyst",Accenture,5,8,['Bengaluru'],"['python', 'power bi', 'sql', 'tableau', 'gcp', 'schema', 'metadata', 'data management']",21.0
Data Analytics Business Analyst Lead - GSC,Solventum,7,12,['Bengaluru'],"['metadata', 'business analyst lead', 'sap', 'data modeling', 'consulting', 'system integration', 'pega', 'business intelligence']",21.0
Data Analytics Business Analyst Lead,Solventum,7,12,['Bengaluru'],"['supply chain', 'metadata', 'sap', 'data modeling', 'consulting', 'system integration', 'pega', 'business intelligence']",21.0
Data Analytics Business Analyst Lead - Dental & PF,Solventum,7,12,['Bengaluru'],"['metadata', 'business analyst lead', 'sap', 'data modeling', 'consulting', 'system integration', 'pega', 'business intelligence']",21.0
Data Analytics Business Analyst Lead,Solventum,7,12,['Bengaluru'],"['metadata', 'business analyst lead', 'sap', 'data modeling', 'consulting', 'system integration', 'pega', 'business intelligence']",21.0
"Lead Business Analyst, Data Control",Reuters,10,15,['Bengaluru'],"['computer science', 'career development', 'data analysis', 'networking', 'data management', 'project management', 'consulting', 'analytics']",
Data Analyst US Business,Skit.ai,2,3,['Bengaluru'],"['data analysis', 'debt recovery', 'sms', 'power bi', 'data privacy', 'data analyst', 'macros', 'operations']",
2804 - Business Data Analyst,EXL,5,10,"['Hybrid - Bengaluru', 'Noida', 'Pune']","['data validation', 'data lineage', 'data set', 'data mapping', 'sql', 'excel', 'data sets', 'banking sector']",
Senior Data Analyst,Renesas Electronics India Pvt. Ltd.,5,8,['Bengaluru'],"['erp', 'automation', 'data analysis', 'sap', 'sap mm', 'project management', 'agile', 'scm']",2.0
Senior Data Analyst,Zynga,2,6,['Bengaluru'],"['computer science', 'data science', 'machine learning', 'senior data analyst', 'qlikview', 'gaming', 'analytics', 'sql']",
Product Line Senior Data Analyst,Hitachi Energy,4,7,['Bengaluru'],"['business administration', 'interpersonal skills', 'sap', 'excel', 'finance', 'senior data analyst', 'power bi', 'budgeting']",
Senior Data Analyst,Capco,4,8,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['hive', 'python', 'data analysis', 'sql queries', 'modeling', 'scala', 'pyspark', 'business analysis']",
Procurement Excellence Sr. Data Analyst,Xylem Water Solutions,4,8,"['Bengaluru', 'Vadodara']","['procurement', 'data analysis', 'supply chain management', 'automation', 'analytical', 'data collection', 'data quality', 'ms office']",7.0
Financial Analyst - Fresher,Trade Brains,0,2,"['Bengaluru', 'HSR Layout']","['news editing', 'financial analysis', 'report writing', 'financial literacy', 'stock trading', 'stock market', 'research', 'writing']",7.0
Business Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,3,6,['Bengaluru'],"['erp', 'sap', 'sas', 'business data analyst', 'xml', 'spss', 'oracle', 'data mining']",
Sr. Data Analyst,Tata Digital,4,6,['Bengaluru'],"['hospitality', 'sas', 'database design', 'analytical', 'customer service', 'spss', 'data mining', 'analytics']",
Business & Data Analyst,Anokhi Tv,2,7,['Bengaluru'],"['data analysis', 'automation', 'data validation', 'campaign management', 'business analysis', 'analytical', 'operations', 'analytics']",
Business Analysis (Data & Insights Analyst),Iron Mountain,5,9,['Bengaluru'],"['operational excellence', 'sales operations', 'business analysis', 'analytical', 'business intelligence', 'continuous improvement', 'operations', 'analytics']",
Sr. Data Analyst,Opentext,5,10,['Bengaluru'],"['sap', 'pivot table', 'vlookup', 'erp systems', 'pivot', 'data operations', 'data services', 'data analysis']",14.0
Senior Analyst Digital Product Data,TE Connectivity,3,5,['Bengaluru'],"['data sources', 'information management', 'power bi', 'relational databases', 'tableau', 'macros', 'adobe analytics', 'data analytics']",14.0
Business Data Analyst,Clairvoyant India,5,10,"['Hybrid - Bengaluru', 'Pune', 'Gurugram']","['property and casualty insurance', 'sql', 'data mapping', 'data analysis', 'business data analysis', 'analysis', 'mapping', 'property']",14.0
Senior Data Analyst,IBM,8,13,['Bengaluru'],"['power bi', 'azure data factory', 'alteryx', 'ssrs', 'etl', 'ms azure', 'data analytics', 'data analysis']",14.0
SAP Cloud Business Analyst / Tester / Data Analyst,Fort Technologies,2,5,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['system testing', 'data analysis', 'sap', 'testing tools', 'business analysis', 'regression testing', 'scrum', 'test cases']",
Senior Data Analyst,Capco,8,12,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['data analysis', 'coding', 'bfsi', 'agile', 'stakeholder management', 'jira', 'project delivery', 'financial services']",
Clinical Data Svs Sr Analyst,Accenture,5,8,['Bengaluru'],"['data services', 'clinical data management', 'clinical data', 'clinical research', 'clinical trials', 'sae reconciliation', 'inform', 'medidata rave']",21.0
Senior Principal Data Analyst - Lead,Red Hat,10,15,['Bengaluru'],"['google sheets', 'sales', 'incentives', 'automation tools', 'data governance', 'python', 'data analytics', 'data analysis']",21.0
Senior Data Analyst,IBM,8,13,['Bengaluru'],"['power bi', 'azure data factory', 'alteryx', 'ssrs', 'etl', '50837', 'ms azure', 'data analytics']",21.0
Sr Analyst II Finance Business Partner,Shashwath Solution,6,10,"['Bengaluru', 'Pune', 'Delhi / NCR']","['financial analysis', 'sap', 'business finance', 'power bi', 'accounting', 'margin analysis', 'revenue monitoring', 'cost management']",
Senior Solution Analyst - Cloud & Data Center,Microland,3,7,['Bengaluru'],"['switching', 'server', 'eigrp', 'network engineering', 'networking', 'bgp', 'ccnp', 'sales']",1.0
